Запрос;Страница;Позиция;Базовая частотность;Точная частотность;Очень точная частотность;Эффективность ключевого слова;Количество слов в запросе;Количество объявлений;Документов найдено;Средняя цена клика;Является топонимом;Является вопросом;Число колдунщиков;Новый запрос;Изменение позиции;Смена URL;Дата выдачи;
"сколько стоит поменять ремень грм на фольксваген поло";"https://autosimvol.ru/volkswagen/remont-i-obsluzhivanie-vw-polo-v/zamena-grm";1;21;7;7;33;8;0;1000000;12;0;1;1;0;31;0;"25.04.2026"
"замена цепи грм на фольксваген поло седан 1.6 цена";"https://autosimvol.ru/volkswagen/remont-i-obsluzhivanie-vw-polo-v/zamena-grm";1;21;2;2;9;9;1;4000000;0;0;0;0;0;10;0;"24.04.2026"
"сервис фольксваген тигуан";"https://autosimvol.ru/volkswagen/remont-i-obsluzhivanie-vw-tiguan/tekhnicheskoe-obsluzhivanie";1;626;10;8;1;3;0;2000000;51;0;0;1;0;17;0;"25.04.2026"
"фольксваген амарок замена грм";"https://autosimvol.ru/volkswagen/remont-i-obsluzhivanie-vw-amarok/remont-grm";1;140;13;10;9;4;0;903000;2;0;0;2;0;13;0;"27.04.2026"
"ваг сервис в москве";"https://autosimvol.ru/";1;319;125;89;39;4;1;2000000;99;1;0;0;0;16;0;"24.04.2026"
"ремонт ваг в москве";"https://autosimvol.ru/";1;62;23;23;37;4;0;1000000;160;1;0;1;0;0;0;"22.04.2026"
"шкода клубный сервис в москве";"https://autosimvol.ru/";1;37;22;10;59;5;1;345000;57;1;0;0;0;14;0;"22.04.2026"
"сто vag";"https://autosimvol.ru/";1;161;12;8;7;2;3;819000;2;0;0;0;0;17;0;"13.04.2026"
"автосервис vag";"https://autosimvol.ru/";1;901;93;74;10;2;9;1000000;91;0;0;0;0;5;0;"09.04.2026"
"кузовной ремонт ваг";"https://autosimvol.ru/";1;20;2;2;9;3;1;1000000;14;0;0;1;0;0;0;"14.02.2026"
"сервис по vag";"https://autosimvol.ru/";1;94;1;1;1;3;5;120000;4;0;0;0;0;12;0;"01.04.2026"
"vag автосервис москва";"https://autosimvol.ru/";1;89;17;8;19;3;0;1000000;107;1;0;0;0;1;0;"14.04.2026"
"то порше кайен";"https://autosimvol.ru/porsche/remont-i-obsluzhivanie-porsche-cayenne/tekhnicheskoe-obsluzhivanie";1;370;5;5;1;3;1;2000000;30;0;0;2;0;19;0;"25.04.2026"
"то на порше кайен цена";"https://autosimvol.ru/porsche/remont-i-obsluzhivanie-porsche-cayenne/tekhnicheskoe-obsluzhivanie";1;11;3;2;27;5;1;2000000;13;0;0;0;1;0;0;"27.04.2026"
"то шкода";"https://autosimvol.ru/skoda/tekhnicheskoe-obsluzhivanie";1;9964;33;24;0;2;1;2000000;153;0;0;1;0;5;0;"11.04.2026"
"ремонт двигателя volkswagen";"https://autosimvol.ru/volkswagen/remont-dvigatelya";1;352;1;1;0;3;1;1000000;53;0;0;1;0;6;0;"08.04.2026"
"ремонт двигателей фольксваген";"https://autosimvol.ru/volkswagen/remont-dvigatelya";1;1708;1;1;0;3;7;1000000;14;0;0;1;0;7;0;"12.04.2026"
"то volkswagen tiguan";"https://autosimvol.ru/volkswagen/remont-i-obsluzhivanie-vw-tiguan/tekhnicheskoe-obsluzhivanie";1;277;1;1;0;3;2;2000000;1;0;0;1;0;0;0;"11.04.2026"
"тигуан то";"https://autosimvol.ru/volkswagen/remont-i-obsluzhivanie-vw-tiguan/tekhnicheskoe-obsluzhivanie";1;4131;10;6;0;2;3;2000000;91;0;0;1;0;8;0;"03.04.2026"
"клубный сервис ваг в москве";"https://autosimvol.ru/";1;29;23;22;79;5;1;2000000;44;1;0;0;0;2;0;"26.04.2026"
"фольксваген тигуан то";"https://autosimvol.ru/volkswagen/remont-i-obsluzhivanie-vw-tiguan/tekhnicheskoe-obsluzhivanie";1;1307;18;5;1;3;1;0;35;0;0;1;0;0;0;"13.02.2026"
"обслуживание ауди";"https://autosimvol.ru/audi/tekhnicheskoe-obsluzhivanie";1;3993;12;11;0;2;1;875000;138;0;0;1;1;0;0;"23.04.2026"
"шкода кодиак клубный сервис";"https://autosimvol.ru/skoda/remont-i-obsluzhivanie-skoda-kodiaq";1;57;25;9;43;4;1;1000000;21;0;0;1;0;21;0;"21.04.2026"
"vag сервис";"https://autosimvol.ru/";1;3326;331;235;9;2;1;2000000;99;0;0;0;0;4;0;"26.04.2026"
"клубный сервис фольксваген тигуан";"https://autosimvol.ru/";1;65;22;13;33;4;0;2000000;37;0;0;1;0;15;0;"24.04.2026"
"клубный сервис тигуан";"https://autosimvol.ru/";1;151;14;2;9;3;1;336000;11;0;0;0;0;14;0;"22.04.2026"
"клубный сервис фольксваген тигуан в москве";"https://autosimvol.ru/";1;19;12;12;63;6;0;2000000;88;1;0;0;1;0;0;"14.04.2026"
"автосервис vag в москве";"https://autosimvol.ru/";1;48;15;13;31;4;2;990000;46;1;0;0;0;1;0;"05.04.2026"
"диагностика ваг";"https://autosimvol.ru/";1;1681;69;51;4;2;9;867000;20;0;0;1;0;34;0;"05.04.2026"
"ремонт двигателя ауди";"https://autosimvol.ru/audi/remont-dvigatelya";1;1178;19;19;1;3;1;1000000;88;0;0;1;0;3;0;"25.04.2026"
"ауди а3 замена грм";"https://autosimvol.ru/audi/remont-i-obsluzhivanie-audi-a3/zamena-grm";1;335;4;3;1;4;1;3000000;0;0;0;2;1;0;0;"22.04.2026"
"кузовной ремонт шкода в москве";"https://autosimvol.ru/skoda/kuzovnoj-remont";1;2;2;2;99;5;6;1000000;25;1;0;1;0;13;0;"05.04.2026"
"обслуживание шкода октавия а5";"https://autosimvol.ru/skoda/remont-i-obsluzhivanie-skoda-octavia-a5";1;137;1;1;0;4;2;3000000;0;0;0;1;1;0;0;"21.04.2026"
"ремонт шкода октавия а7";"https://autosimvol.ru/skoda/remont-i-obsluzhivanie-skoda-octavia-a7";1;1100;11;11;0;4;0;3000000;4;0;0;1;0;0;0;"12.02.2026"
"замена лобового стекла шкода йети";"https://autosimvol.ru/skoda/remont-i-obsluzhivanie-skoda-yeti/zamena-stekol";1;69;16;16;23;5;9;961000;31;0;0;3;0;24;0;"11.04.2026"
"ремонт двигателя фольксваген";"https://autosimvol.ru/volkswagen/remont-dvigatelya";1;1708;27;27;1;3;2;1000000;74;0;0;1;1;0;0;"20.04.2026"
"кузовной ремонт поло седан";"https://autosimvol.ru/volkswagen/remont-i-obsluzhivanie-vw-polo-v/kuzovnoj-remont";1;12;0;0;0;4;1;1000000;3;0;0;2;0;15;0;"21.04.2026"
"то фольксваген тигуан";"https://autosimvol.ru/volkswagen/remont-i-obsluzhivanie-vw-tiguan/tekhnicheskoe-obsluzhivanie";1;1307;18;10;1;3;2;2000000;50;0;0;1;0;19;0;"13.04.2026"
"то тигуан";"https://autosimvol.ru/volkswagen/remont-i-obsluzhivanie-vw-tiguan/tekhnicheskoe-obsluzhivanie";1;4131;10;4;0;2;1;2000000;91;0;0;1;0;15;0;"05.04.2026"
"ремонт туарег";"https://autosimvol.ru/volkswagen/remont-i-obsluzhivanie-vw-touareg-v";1;6165;5;2;0;2;2;1000000;38;0;0;3;0;17;0;"10.04.2026"
"метки грм 1.8 tsi cdab схема";"https://autosimvol.ru/blog/proverka-ustanovki-cepi-grm-1.8-tsi";2;21;21;21;99;6;1;3000000;0;0;0;1;0;0;0;"16.02.2026"
"клубный сервис vag";"https://autosimvol.ru/";2;227;47;38;20;3;1;2000000;27;0;0;0;0;0;0;"22.02.2026"
"audi service";"https://autosimvol.ru/";2;405;22;20;5;2;1;2000000;13;0;0;0;0;0;0;"22.02.2026"
"клубный сервис фольксваген";"https://autosimvol.ru/";2;357;41;39;11;3;1;2000000;87;0;0;1;0;0;0;"19.02.2026"
"калькулятор стоимости ремонта автомобиля";"https://autosimvol.ru/kuzovnoj-kalkulyator";2;64;8;8;12;4;1;1000000;4;0;0;1;0;0;0;"14.02.2026"
"автосервис volkswagen москва";"https://autosimvol.ru/";2;39;3;2;7;3;2;968000;65;1;0;0;1;0;0;"21.04.2026"
"ремонт автомобилей фольксваген";"https://autosimvol.ru/";2;543;15;15;2;3;0;1000000;45;0;0;1;0;21;0;"10.04.2026"
"фольксваген сервис в москве";"https://autosimvol.ru/";2;267;69;15;25;4;14;2000000;328;1;0;1;0;25;0;"12.04.2026"
"сервис ваг в москве";"https://autosimvol.ru/";2;252;90;27;35;4;5;1000000;127;1;0;0;1;0;0;"05.04.2026"
"сервисный центр фольксваген";"https://autosimvol.ru/";2;352;16;11;4;3;0;2000000;212;0;0;0;0;0;0;"11.02.2026"
"volkswagen сервис москва";"https://autosimvol.ru/";2;74;4;4;5;3;0;2000000;176;1;0;0;0;0;0;"12.02.2026"
"ауди техцентр";"https://autosimvol.ru/";2;111;16;13;14;2;0;872000;201;0;0;1;0;0;0;"14.02.2026"
"фольксваген клубный сервис в москве";"https://autosimvol.ru/";2;50;15;0;29;5;8;2000000;54;1;0;1;0;0;0;"26.03.2026"
"кузовной ремонт ауди в москве";"https://autosimvol.ru/audi/kuzovnoj-remont";2;8;7;7;87;5;2;1000000;114;1;0;1;0;0;0;"12.02.2026"
"метки грм 1.8 tsi cdab";"https://autosimvol.ru/blog/proverka-ustanovki-cepi-grm-1.8-tsi";2;73;38;4;52;5;1;4000000;1;0;0;2;0;0;0;"10.04.2026"
"метки грм cdab";"https://autosimvol.ru/blog/proverka-ustanovki-cepi-grm-1.8-tsi";2;139;32;21;23;3;1;151000;0;0;0;1;0;6;0;"07.04.2026"
"ремонт шкода";"https://autosimvol.ru/skoda";2;15868;38;32;0;2;1;1000000;106;0;0;2;1;0;0;"24.04.2026"
"ремонт компрессора октавия а5";"https://autosimvol.ru/skoda/remont-i-obsluzhivanie-skoda-octavia-a5/remont-kondicionera";2;43;2;2;4;4;2;738000;0;0;0;1;1;0;0;"21.04.2026"
"стоимость то фольксваген поло";"https://autosimvol.ru/volkswagen/remont-i-obsluzhivanie-vw-polo-v/tekhnicheskoe-obsluzhivanie";2;22;2;2;9;4;0;973000;7;0;0;0;0;0;0;"15.02.2026"
"замена грм поло";"https://autosimvol.ru/volkswagen/remont-i-obsluzhivanie-vw-polo-v/zamena-grm";2;9423;73;43;0;3;1;1000000;16;0;0;2;0;34;0;"24.04.2026"
"фольксваген поло замена грм";"https://autosimvol.ru/volkswagen/remont-i-obsluzhivanie-vw-polo-v/zamena-grm";2;3776;140;59;3;4;3;1000000;26;0;0;1;0;13;0;"11.04.2026"
"замена цепи грм ауди q7 цена";"https://autosimvol.ru/audi/remont-i-obsluzhivanie-audi-q7/zamena-grm";2;15;2;2;13;6;1;3000000;0;0;0;0;1;0;0;"27.04.2026"
"замена цепи грм на ауди";"https://autosimvol.ru/audi/zamena-grm";2;396;2;2;0;5;0;1000000;35;0;0;1;0;7;0;"09.04.2026"
"метки грм cdab 1.8 tsi";"https://autosimvol.ru/blog/proverka-ustanovki-cepi-grm-1.8-tsi";2;73;38;24;52;5;1;3000000;0;0;0;2;0;1;0;"23.04.2026"
"метки грм 1.8 tsi";"https://autosimvol.ru/blog/proverka-ustanovki-cepi-grm-1.8-tsi";2;373;56;37;15;4;0;3000000;0;0;0;1;0;0;0;"07.04.2026"
"vag центр москва";"https://autosimvol.ru/";2;22;9;9;40;3;8;1000000;31;1;0;0;1;0;0;"14.04.2026"
"диагностика фольксваген тигуан";"https://autosimvol.ru/volkswagen/remont-i-obsluzhivanie-vw-tiguan/diagnostika";2;299;9;9;3;3;1;1000000;45;0;0;2;1;0;0;"09.04.2026"
"ремонт фольксваген поло";"https://autosimvol.ru/volkswagen/remont-i-obsluzhivanie-vw-polo-v";2;3194;14;11;0;3;2;1000000;93;0;0;1;0;12;0;"14.04.2026"
"ремонт vag в москве";"https://autosimvol.ru/";2;72;18;18;24;4;1;1000000;207;1;0;1;0;0;0;"12.02.2026"
"автосервисы ваг в москве";"https://autosimvol.ru/";2;18;2;2;11;4;3;928000;14;1;0;1;0;0;0;"21.02.2026"
"техобслуживание шкода";"https://autosimvol.ru/skoda/tekhnicheskoe-obsluzhivanie";2;215;4;1;1;2;6;938000;140;0;0;1;0;0;0;"12.02.2026"
"vw автосервис";"https://autosimvol.ru/";2;81;7;0;8;2;1;917000;54;0;0;0;1;0;0;"12.04.2026"
"фольксваген ремонт";"https://autosimvol.ru/";2;19438;98;21;0;2;1;1000000;201;0;0;1;0;14;0;"11.04.2026"
"шкода ремонт";"https://autosimvol.ru/";2;15440;44;6;0;2;2;1000000;124;0;0;1;0;25;0;"10.04.2026"
"то шкода октавия а7";"https://autosimvol.ru/skoda/remont-i-obsluzhivanie-skoda-octavia-a7/tekhnicheskoe-obsluzhivanie";2;718;7;7;0;4;3;3000000;7;0;0;1;0;8;0;"14.04.2026"
"автосервис vw";"https://autosimvol.ru/";2;81;7;7;8;2;1;932000;54;0;0;0;0;25;0;"23.04.2026"
"ваг клубный сервис";"https://autosimvol.ru/";2;98;28;2;28;3;6;1000000;20;0;0;0;0;0;0;"07.04.2026"
"автосервис ваг";"https://autosimvol.ru/";2;1311;119;87;9;2;5;1000000;93;0;0;0;0;3;0;"02.04.2026"
"автосервис по вагам";"https://autosimvol.ru/";2;145;10;10;6;3;2;1000000;10;1;0;1;0;14;0;"02.04.2026"
"volkswagen ремонт";"https://autosimvol.ru/";2;3876;23;3;0;2;0;1000000;85;0;0;1;0;0;0;"11.02.2026"
"автосервис фольксваген москва";"https://autosimvol.ru/";2;115;13;11;11;3;4;1000000;95;1;0;1;0;0;0;"26.03.2026"
"ошибка р2015 шкода октавия а5 1.8 tsi";"https://autosimvol.ru/blog/oshibka-p2015-volkswagen-audi-skoda-seat";2;22;22;22;99;7;0;4000000;0;0;0;2;0;5;0;"23.04.2026"
"clja замена грм";"https://autosimvol.ru/volkswagen/remont-i-obsluzhivanie-vw-tiguan/zamena-grm";2;78;15;11;19;3;1;886000;2;0;0;1;0;10;0;"27.04.2026"
"ремонт туарега";"https://autosimvol.ru/volkswagen/remont-i-obsluzhivanie-vw-touareg-v";2;6165;5;5;0;2;4;1000000;42;0;0;1;0;20;0;"02.04.2026"
"vag ремонт";"https://autosimvol.ru/";3;2277;82;8;3;2;1;1000000;91;0;0;0;0;0;0;"17.02.2026"
"ваг ремонт";"https://autosimvol.ru/";3;2401;91;10;3;2;4;951000;92;0;0;1;0;0;0;"15.02.2026"
"ваг сервис";"https://autosimvol.ru/";3;9448;1212;1089;12;2;1;1000000;82;0;0;0;0;4;0;"26.04.2026"
"ремонт volkswagen в москве";"https://autosimvol.ru/";3;32;9;9;28;4;1;791000;158;1;0;0;0;24;0;"25.04.2026"
"автосервисы ваг";"https://autosimvol.ru/";3;1311;3;3;0;2;8;929000;1;0;0;2;0;4;0;"08.04.2026"
"сервисы vag";"https://autosimvol.ru/";3;3517;3;2;0;2;4;2000000;31;0;0;1;0;0;0;"08.04.2026"
"ремонт vw";"https://autosimvol.ru/";3;3049;5;5;0;2;7;1000000;34;0;0;1;0;15;0;"04.04.2026"
"клубные сервисы ауди";"https://autosimvol.ru/";3;299;1;1;0;3;3;381000;16;0;0;1;0;0;0;"12.02.2026"
"расчет стоимости ремонта авто";"https://autosimvol.ru/kuzovnoj-kalkulyator";3;227;16;16;7;4;1;1000000;12;0;0;1;0;27;0;"22.04.2026"
"ремонт шкоды октавия";"https://autosimvol.ru/skoda/remont-i-obsluzhivanie-skoda-octavia";3;6266;2;2;0;3;1;975000;4;0;0;3;1;0;0;"25.04.2026"
"ремонт шкода октавия а5";"https://autosimvol.ru/skoda/remont-i-obsluzhivanie-skoda-octavia-a5/remont-podveski";3;1860;10;7;0;4;3;3000000;69;0;0;1;1;0;0;"15.04.2026"
"service vag";"https://autosimvol.ru/";3;2259;383;7;16;2;1;2000000;71;0;0;0;0;6;0;"09.04.2026"
"ремонт ауди в москве";"https://autosimvol.ru/";3;224;25;25;11;4;14;1000000;280;1;0;1;1;0;0;"09.04.2026"
"кузовной ремонт volkswagen";"https://autosimvol.ru/volkswagen/kuzovnoj-remont";3;67;16;16;23;3;1;1000000;162;0;0;1;0;17;0;"05.04.2026"
"ошибка p2015 шкода октавия а5 1.8 tsi";"https://autosimvol.ru/blog/oshibka-p2015-volkswagen-audi-skoda-seat";3;23;23;23;99;7;1;4000000;1;0;0;1;0;2;0;"22.04.2026"
"шкода октавия замена";"https://autosimvol.ru/skoda/remont-i-obsluzhivanie-skoda-octavia";3;59565;1;1;0;3;1;932000;0;0;0;2;1;0;0;"12.04.2026"
"вага сервис";"https://autosimvol.ru/";3;6798;2;2;0;2;1;2000000;1;0;0;0;1;0;0;"25.04.2026"
"сервис vag";"https://autosimvol.ru/";3;3517;288;68;8;2;3;2000000;87;0;0;0;0;1;0;"08.04.2026"
"ваг сервис москва";"https://autosimvol.ru/";3;672;134;118;19;3;1;2000000;72;1;0;0;0;5;0;"11.04.2026"
"расчет стоимости ремонта автомобиля";"https://autosimvol.ru/kuzovnoj-kalkulyator";3;596;46;46;7;4;0;1000000;19;0;0;1;1;0;0;"24.04.2026"
"поло сервис";"https://autosimvol.ru/volkswagen/remont-i-obsluzhivanie-vw-polo-v";3;1618;11;9;0;2;1;2000000;26;0;0;0;1;0;0;"24.04.2026"
"замена ремня грм транспортер";"https://autosimvol.ru/volkswagen/remont-i-obsluzhivanie-vw-transporter/zamena-grm";3;321;2;2;0;4;1;992000;0;0;0;2;1;0;0;"25.04.2026"
"ремонт задней подвески шкода октавия а5";"https://autosimvol.ru/skoda/remont-i-obsluzhivanie-skoda-octavia-a5/remont-podveski";4;30;24;22;79;6;3;3000000;26;1;0;1;0;0;0;"16.02.2026"
"то порше";"https://autosimvol.ru/porsche/tekhnicheskoe-obsluzhivanie";4;14119;4;3;0;2;3;2000000;231;0;0;1;0;0;0;"10.03.2026"
"ремонт двигателей ауди";"https://autosimvol.ru/audi/remont-dvigatelya";4;1178;3;3;0;3;4;970000;16;0;0;0;0;0;0;"23.02.2026"
"шкода то";"https://autosimvol.ru/skoda/tekhnicheskoe-obsluzhivanie";4;9965;33;9;0;2;0;2000000;137;0;0;1;0;0;0;"19.02.2026"
"ремонт фольксвагена";"https://autosimvol.ru/";4;19751;3;3;0;2;1;994000;36;0;0;1;0;0;0;"16.02.2026"
"шкода техобслуживание";"https://autosimvol.ru/skoda/tekhnicheskoe-obsluzhivanie";4;227;4;3;1;2;1;111000;68;0;0;1;0;0;0;"19.02.2026"
"ремонт двигателя порше кайен дизель 3.0";"https://autosimvol.ru/porsche/remont-i-obsluzhivanie-porsche-cayenne/remont-dizelnogo-dvigatelya";4;5;5;5;99;6;2;4000000;8;0;0;1;0;0;0;"16.02.2026"
"техцентр фольксваген";"https://autosimvol.ru/";4;88;4;4;4;2;2;856000;39;0;0;0;0;19;0;"05.04.2026"
"сервисы ваг";"https://autosimvol.ru/";4;8938;13;7;0;2;4;2000000;18;0;0;0;0;8;0;"02.04.2026"
"ремонт двигателя audi";"https://autosimvol.ru/audi/remont-dvigatelya";4;234;5;5;2;3;1;138000;75;0;0;1;0;0;0;"20.03.2026"
"замена цепи на ауди а5 цена";"https://autosimvol.ru/audi/remont-i-obsluzhivanie-audi-a5/zamena-cepi-grm";4;5;2;2;39;6;1;108000;2;0;0;0;1;0;0;"22.04.2026"
"ремонт ауди а8 в москве";"https://autosimvol.ru/audi/remont-i-obsluzhivanie-audi-a8";4;3;2;2;66;5;1;3000000;1;1;0;1;1;0;0;"24.04.2026"
"p2015";"https://autosimvol.ru/blog/oshibka-p2015-volkswagen-audi-skoda-seat";4;4481;176;176;3;1;1;7000;3;0;0;1;1;0;0;"26.04.2026"
"ремонт подвески сеат толедо";"https://autosimvol.ru/seat/remont-i-obsluzhivanie-seat-toledo/remont-podveski";4;2;2;2;99;4;1;1000000;0;0;0;2;1;0;0;"22.04.2026"
"ремонт гольф плюс";"https://autosimvol.ru/volkswagen/remont-i-obsluzhivanie-vw-golf-plus";4;364;2;2;0;3;1;1000000;0;0;0;2;1;0;0;"24.04.2026"
"ремонт двигателя фольксваген пассат";"https://autosimvol.ru/volkswagen/remont-i-obsluzhivanie-vw-passat-v/remont-dvigatelya";4;221;1;1;0;4;1;1000000;10;0;0;2;0;-3;0;"09.04.2026"
"замена грм фольксваген поло";"https://autosimvol.ru/volkswagen/remont-i-obsluzhivanie-vw-polo-v/zamena-grm";4;4796;116;59;2;4;2;992000;32;0;0;1;0;10;0;"13.04.2026"
"сколько стоит обслуживание порше макан";"https://autosimvol.ru/porsche/remont-i-obsluzhivanie-porsche-macan/tekhnicheskoe-obsluzhivanie";4;11;2;2;18;5;1;1000000;1;0;1;1;0;12;0;"27.04.2026"
"рассчитать стоимость ремонта автомобиля";"https://autosimvol.ru/kuzovnoj-kalkulyator";4;112;9;9;8;4;1;1000000;35;0;0;0;0;18;0;"21.04.2026"
"автосервис volkswagen в москве";"https://autosimvol.ru/";4;28;9;9;32;4;4;1000000;104;1;0;1;0;29;0;"02.04.2026"
"замена грм фольксваген гольф";"https://autosimvol.ru/volkswagen/remont-i-obsluzhivanie-vw-golf/zamena-grm";4;689;5;2;0;4;1;0;7;0;0;2;1;0;0;"08.04.2026"
"vag диагностика";"https://autosimvol.ru/";4;2378;63;12;2;2;0;914000;16;0;0;2;0;0;0;"15.02.2026"
"замена лобового стекла шкода октавия а7 цена";"https://autosimvol.ru/skoda/remont-i-obsluzhivanie-skoda-octavia-a7/zamena-stekol";4;4;4;4;99;7;1;0;7;0;0;1;0;0;0;"20.03.2026"
"сервис vag москва";"https://autosimvol.ru/";4;363;42;4;11;3;1;2000000;67;1;0;1;1;0;0;"15.04.2026"
"ремонт двигателя vag";"https://autosimvol.ru/";4;199;13;13;6;3;0;1000000;27;0;0;2;1;0;0;"25.04.2026"
"сервис vag в москве";"https://autosimvol.ru/";4;277;154;46;55;4;1;118000;128;1;0;1;0;-1;0;"22.04.2026"
"volkswagen сервис";"https://autosimvol.ru/";4;1184;60;27;5;2;11;2000000;158;0;0;1;0;30;0;"04.04.2026"
"сто ваг";"https://autosimvol.ru/";4;389;21;15;5;2;1;924000;44;0;0;1;0;0;0;"24.03.2026"
"замена цепи ауди а7";"https://autosimvol.ru/audi/remont-i-obsluzhivanie-audi-a7/zamena-cepi-grm";4;66;2;2;3;4;0;3000000;5;0;0;0;1;0;0;"24.04.2026"
"ауди с4 ремонт";"https://autosimvol.ru/audi/remont-i-obsluzhivanie-audi-s4";4;1500;2;2;0;3;0;4000000;0;0;0;1;1;0;0;"25.04.2026"
