Запрос;Страница;Позиция;Базовая частотность;Точная частотность;Очень точная частотность;Эффективность ключевого слова;Количество слов в запросе;Количество объявлений;Документов найдено;Средняя цена клика;Является топонимом;Является вопросом;Число колдунщиков;Новый запрос;Изменение позиции;Смена URL;Дата выдачи;
"ауди q7 замена масла в раздатке";"https://vagroup.ru/audi/q7/zamena-masla-v-razdatke";2;72;3;1;4;6;0;3000000;2;0;0;2;0;0;0;"08.03.2026"
"замена помпы ауди";"https://vagroup.ru/audi/zamena-pompy";2;2259;2;2;0;3;0;1000000;10;0;0;2;1;0;0;"08.04.2026"
"замена свечей зажигания audi";"https://vagroup.ru/audi/zamena-svechey-zazhiganiya";2;95;2;2;2;4;2;773000;0;0;0;2;1;0;0;"27.04.2026"
"замена масла в мкпп опель инсигния";"https://vagroup.ru/opel/insignia/zamena-masla-v-mkpp";2;44;11;4;24;6;1;1000000;1;0;0;1;1;0;0;"09.04.2026"
"замена цепи грм порше кайен";"https://vagroup.ru/porsche/cayenne/zamena-cepi-grm";2;98;2;2;2;5;2;799000;0;0;0;2;1;0;0;"27.04.2026"
"ваг сервис цены";"https://vagroup.ru/price";2;106;2;2;1;3;1;2000000;0;0;0;0;1;0;0;"24.04.2026"
"шкода октавия а5 замена генератора";"https://vagroup.ru/skoda/octavia/a5/remont-i-zamena-generatorov";2;443;13;1;2;5;2;3000000;2;0;0;1;0;2;0;"05.04.2026"
"ремонт шкода йети";"https://vagroup.ru/skoda/yeti";2;984;2;2;0;3;8;1000000;5;0;0;1;0;0;0;"26.03.2026"
"амарок замена масла в раздатке";"https://vagroup.ru/volkswagen/amarok/zamena-masla-v-razdatke";2;43;8;3;18;5;1;308000;0;0;0;2;0;4;0;"02.04.2026"
"замена масла в акпп фольксваген бора";"https://vagroup.ru/volkswagen/bora/polnaya-zamena-masla-v-akpp";2;14;9;5;64;6;1;1000000;2;0;0;2;0;1;0;"22.04.2026"
"регулировка фар гольф плюс";"https://vagroup.ru/volkswagen/golf/plus/regulirovka-far";2;28;5;5;17;4;0;1000000;0;0;0;0;0;0;0;"24.04.2026"
"полная замена масла в акпп фольксваген поло";"https://vagroup.ru/volkswagen/polo/polnaya-zamena-masla-v-akpp";2;52;7;5;13;7;10;2000000;4;0;0;2;0;3;0;"21.04.2026"
"фольксваген тигуан сервис";"https://vagroup.ru/volkswagen/tiguan";2;496;8;1;1;3;2;2000000;64;0;0;1;0;3;0;"02.04.2026"
"замена акпп touareg";"https://vagroup.ru/volkswagen/touareg/zamena-akpp";2;435;3;2;0;3;1;1000000;1;0;0;1;0;2;0;"21.04.2026"
"замена амортизаторов задних";"https://vagroup.ru/zamena-zadnih-amortizatorov";2;66337;353;17;0;3;3;1000000;21;0;0;3;0;1;0;"14.04.2026"
"сервис фольксваген москва";"https://vagroup.ru/";3;377;46;37;12;3;2;1000000;192;1;0;1;0;0;0;"10.03.2026"
"замена свечей ауди а5";"https://vagroup.ru/audi/a5/svecha_zaj";3;37;4;3;10;4;1;3000000;3;0;0;2;0;0;0;"09.03.2026"
"замена передних амортизаторов ауди а7";"https://vagroup.ru/audi/a7/zamena-amortizatorov";3;2;2;1;99;5;0;3000000;1;0;0;1;0;0;0;"23.02.2026"
"замена масла ауди q5";"https://vagroup.ru/audi/q5/ekspress-zamena-masla";3;1135;10;5;0;4;1;3000000;9;0;0;2;0;0;0;"22.02.2026"
"ремонт тнвд audi q5 tfsi";"https://vagroup.ru/audi/q5/remont-benzinovyh-tnvd";3;3;3;3;99;5;1;0;0;0;0;2;0;0;0;"15.02.2026"
"замена цепи грм ауди";"https://vagroup.ru/audi/zamena-cepi-grm";3;2379;10;8;0;4;3;939000;48;0;0;2;0;0;0;"22.02.2026"
"ул удальцова 60 к 2";"https://vagroup.ru/contacts";3;4;3;3;74;5;0;4000000;1;0;0;1;0;0;0;"02.02.2026"
"диагностика vag";"https://vagroup.ru/diagnostika";3;2636;66;54;2;2;1;937000;20;0;0;2;0;0;0;"14.02.2026"
"опель корса замена масла в акпп";"https://vagroup.ru/opel/corsa/zamena-masla-v-akpp";3;194;11;5;5;6;4;1000000;26;0;0;0;0;0;0;"14.02.2026"
"опель инсигния замена втулок стабилизатора";"https://vagroup.ru/opel/insignia/zamena-vtulok-stabilizatora";3;37;15;1;40;5;0;0;1;0;0;1;0;0;0;"14.02.2026"
"замена датчика коленвала опель мокка";"https://vagroup.ru/opel/mokka/zamena-datchika-kolenvala";3;45;9;2;19;5;0;991000;0;0;0;1;0;0;0;"21.02.2026"
"замена передних колодок порше кайен";"https://vagroup.ru/porsche/cayenne/zamena-perednih-tormoznyh-kolodok";3;15;12;12;79;5;1;880000;2;0;0;1;0;0;0;"16.02.2026"
"замена датчика коленвала шкода фабия 1.6";"https://vagroup.ru/skoda/fabia/zamena-datchika-polozheniya-kolenvala";3;11;8;8;72;6;1;4000000;0;0;0;1;0;0;0;"22.02.2026"
"ремонт рулевой рейки октавия а5";"https://vagroup.ru/skoda/octavia/a5/remont-rulevoy-reyki";3;45;7;6;15;5;1;3000000;4;0;0;1;0;0;0;"10.03.2026"
"замена масла в акпп октавия а7";"https://vagroup.ru/skoda/octavia/a7/polnaya-zamena-masla-v-akpp";3;348;8;5;2;6;0;3000000;1;0;0;2;0;0;0;"23.02.2026"
"ремонт компрессора кондиционера шкода октавия а7";"https://vagroup.ru/skoda/octavia/a7/remont-avtokondicionera";3;27;15;13;55;6;0;3000000;7;0;0;1;0;0;0;"02.02.2026"
"то октавия а7";"https://vagroup.ru/skoda/octavia/a7/tehnicheskoe-obsluzhivanie";3;921;1;1;0;3;2;3000000;44;0;0;1;0;0;0;"17.02.2026"
"замена масла в акпп шкода октавия а7";"https://vagroup.ru/skoda/octavia/a7/zamena-masla-v-akpp";3;186;17;9;9;7;1;3000000;13;0;0;2;0;0;0;"09.03.2026"
"замена топливного фильтра шкода октавия а7";"https://vagroup.ru/skoda/octavia/a7/zamena-toplivnogo-filtra";3;140;21;20;14;6;0;3000000;2;0;0;1;0;0;0;"22.02.2026"
"шкода октавия а7 замена топливного фильтра";"https://vagroup.ru/skoda/octavia/a7/zamena-toplivnogo-filtra";3;132;7;4;5;6;0;3000000;5;0;0;1;0;0;0;"17.02.2026"
"замена масла в акпп шкода октавия";"https://vagroup.ru/skoda/octavia/polnaya-zamena-masla-v-akpp";3;876;31;16;3;6;0;1000000;19;0;0;2;0;0;0;"16.02.2026"
"ремонт рулевой рейки октавия тур";"https://vagroup.ru/skoda/octavia/tour/remont-rulevoy-reyki";3;26;2;2;7;5;0;1000000;3;0;0;1;0;0;0;"22.02.2026"
"замена цепи грм рапид";"https://vagroup.ru/skoda/rapid/zamena-cepi-grm";3;330;2;1;0;4;0;918000;0;0;0;2;0;0;0;"02.02.2026"
"шкода йети 1.2 замена цепи грм цена";"https://vagroup.ru/skoda/yeti/cep_grm";3;33;10;2;30;7;1;275000;3;0;0;0;0;0;0;"19.02.2026"
"фольксваген пассат ремонт";"https://vagroup.ru/volkswagen/passat";3;2186;19;7;0;3;1;978000;12;0;0;0;0;0;0;"23.02.2026"
"то на фольксваген";"https://vagroup.ru/volkswagen/planovoe-to";3;3154;7;7;0;3;0;3000000;130;0;0;0;0;0;0;"23.02.2026"
"то фольксваген";"https://vagroup.ru/volkswagen/planovoe-to";3;9151;41;38;0;2;0;2000000;84;0;0;1;0;0;0;"23.02.2026"
"сервис фольксваген поло";"https://vagroup.ru/volkswagen/polo";3;844;9;7;1;3;5;2000000;125;0;0;1;0;0;0;"11.04.2026"
"ремонт автокондиционера фольксваген";"https://vagroup.ru/volkswagen/remont-avtokondicionera";3;12;1;1;8;3;0;836000;0;0;0;1;0;0;0;"23.02.2026"
"тигуан замена масла в акпп";"https://vagroup.ru/volkswagen/tiguan/apparatnaya-zamena-masla-v-akpp";3;781;43;17;5;5;6;1000000;29;0;0;2;0;0;0;"10.03.2026"
"ремонт ваг";"https://vagroup.ru/";3;2123;62;48;2;2;3;1000000;141;0;0;3;0;3;0;"08.04.2026"
"сервисный центр vag";"https://vagroup.ru/";3;19;3;3;15;3;2;2000000;32;0;0;1;0;0;0;"11.02.2026"
"ремонт ауди а4";"https://vagroup.ru/audi/a4";3;2224;3;2;0;3;4;3000000;8;0;0;1;0;12;0;"10.04.2026"
"замена помпы ауди а4";"https://vagroup.ru/audi/a4/zamena-pompy";3;462;17;8;3;4;0;3000000;7;0;0;1;0;0;0;"10.02.2026"
"замена цепи на ауди а5 цена";"https://vagroup.ru/audi/a5/cep_grm";3;5;2;2;39;6;1;108000;2;0;0;0;1;0;0;"22.04.2026"
"обслуживание ауди а6";"https://vagroup.ru/audi/a6/tekhnicheskoe-obsluzhivanie";3;412;3;3;0;3;1;0;2;0;0;2;0;3;0;"01.04.2026"
"бмв х1 замена передних амортизаторов";"https://vagroup.ru/bmw/x1/zamena-perednih-amortizatorov";3;32;14;8;43;5;3;4000000;1;0;0;1;1;0;0;"21.04.2026"
"опель мокка замена сайлентблоков задней балки";"https://vagroup.ru/opel/mokka/zamena-saylentblokov-zadney-balki";3;64;40;17;62;6;2;1000000;10;1;0;1;0;0;0;"28.02.2026"
"ремонт порше кайен в москве";"https://vagroup.ru/porsche/cayenne";3;33;21;21;63;5;4;1000000;470;1;0;1;0;0;0;"24.03.2026"
"замена порогов шкода октавия а5 цена";"https://vagroup.ru/skoda/octavia/a5/remont-porogov";3;16;6;6;37;6;3;3000000;7;0;0;0;0;2;0;"04.04.2026"
"шумоизоляция дверей шкода октавия а5";"https://vagroup.ru/skoda/octavia/a5/shumoizolyaciya-dverey";3;7;7;7;99;5;1;3000000;2;0;0;0;0;0;0;"23.02.2026"
"замена масла акпп октавия а7 1.6";"https://vagroup.ru/skoda/octavia/a7/polnaya-zamena-masla-v-akpp";3;238;5;5;2;6;4;4000000;1;0;0;1;0;0;0;"22.04.2026"
"замена топливного фильтра октавия а7";"https://vagroup.ru/skoda/octavia/a7/zamena-toplivnogo-filtra";3;169;8;6;4;5;1;3000000;1;0;0;1;0;0;0;"19.02.2026"
"замена сцепления дсг 7 шкода октавия а7 цена";"https://vagroup.ru/skoda/octavia/a7/zamena_scepleniya_dsg";3;2;2;2;99;8;1;3000000;0;0;0;0;1;0;0;"24.04.2026"
"замена помпы шкода октавия 1.8 tsi цена";"https://vagroup.ru/skoda/octavia/zamena-pompy";3;15;2;2;13;7;1;4000000;2;0;0;0;1;0;0;"24.04.2026"
